4844,CG-12520,FUR-BO-10001798,261.96,2,0.0,41.9136
1452,CG-12520,FUR-CH-10000454,731.94,3,0.0,219.582
3699,DV-13045,OFF-LA-10000240,14.62,2,0.0,6.8714
7851,SO-20335,FUR-TA-10000577,957.5775,5,0.45,-383.031
8626,SO-20335,OFF-ST-10000760,22.368,2,0.2,2.5164
951,BH-11710,FUR-FU-10001487,48.86,7,0.0,14.1694
3399,BH-11710,OFF-AR-10002833,7.28,4,0.0,1.9656
463,BH-11710,TEC-PH-10002275,907.152,6,0.2,90.7152
3667,BH-11710,OFF-BI-10003910,18.504,3,0.2,5.7825
5662,BH-11710,OFF-AP-10002892,114.9,5,0.0,34.47
5657,BH-11710,FUR-TA-10001539,1706.184,9,0.2,85.3092
2565,BH-11710,TEC-PH-10002033,911.424,4,0.2,68.3568
1043,AA-10480,OFF-PA-10002365,15.552,3,0.2,5.4432
23,IM-15070,OFF-BI-10003656,407.976,3,0.2,132.5922
5334,HP-14815,OFF-AP-10002311,68.81,5,0.8,-123.858
3432,HP-14815,OFF-BI-10000756,2.544,3,0.8,-3.816
4626,PK-19075,OFF-ST-10004186,665.88,6,0.0,13.3176
856,AG-10270,OFF-ST-10000107,55.5,2,0.0,9.99
9123,ZD-21925,OFF-AR-10003056,8.56,2,0.0,2.4824
970,ZD-21925,TEC-PH-10001949,213.48,3,0.2,16.011
4470,ZD-21925,OFF-BI-10002215,22.72,4,0.2,7.384
9828,KB-16585,OFF-AR-10000246,19.46,7,0.0,5.0596
1467,KB-16585,OFF-AP-10001492,60.34,7,0.0,15.6884
6822,SF-20065,FUR-CH-10002774,71.372,2,0.3,-1.0196
5653,EB-13870,FUR-TA-10000577,1044.63,3,0.0,240.2649
5341,EH-13945,OFF-BI-10001634,11.648,2,0.2,4.2224
3437,EH-13945,TEC-AC-10003027,90.57,3,0.0,11.7741
5602,TB-21520,FUR-BO-10004834,3083.43,7,0.5,-1665.0522
5356,TB-21520,OFF-BI-10000474,9.618,2,0.7,-7.0532
1968,TB-21520,FUR-FU-10004848,124.2,3,0.2,15.525
9586,TB-21520,OFF-EN-10001509,3.264,2,0.2,1.1016
5953,TB-21520,OFF-AR-10004042,86.304,6,0.2,9.7092
8038,TB-21520,OFF-BI-10001525,6.858,6,0.7,-5.715
6242,TB-21520,OFF-AR-10001683,15.76,2,0.2,3.546
932,MA-17560,OFF-PA-10000249,29.472,3,0.2,9.9468
753,GH-14485,TEC-PH-10004977,1097.544,7,0.2,123.4737
1323,GH-14485,FUR-FU-10003664,190.92,5,0.6,-147.963
314,SN-20710,OFF-EN-10002986,113.328,9,0.2,35.415
4703,SN-20710,FUR-BO-10002545,532.3992,3,0.32,-46.9764
4548,SN-20710,FUR-CH-10004218,212.058,3,0.3,-15.147
221,SN-20710,TEC-PH-10000486,371.168,4,0.2,41.7564
1714,LC-16930,TEC-PH-10004093,147.168,4,0.2,16.5564
7048,RA-19885,OFF-ST-10003479,77.88,2,0.0,3.894
8204,ES-14080,OFF-ST-10003282,95.616,2,0.2,9.5616
4616,ON-18715,TEC-AC-10000171,45.98,2,0.0,19.7714
8229,ON-18715,OFF-BI-10003291,17.46,2,0.0,8.2062
8548,PO-18865,OFF-ST-10001713,211.96,4,0.0,8.4784
8358,LH-16900,TEC-AC-10002167,45.0,3,0.0,4.95
8507,LH-16900,TEC-PH-10003988,21.8,2,0.0,6.104
9469,DP-13000,OFF-BI-10004410,38.22,6,0.0,17.9634
9514,DP-13000,OFF-LA-10002762,75.18,6,0.0,35.3346
9407,DP-13000,FUR-FU-10001706,6.16,2,0.0,2.9568
5706,DP-13000,FUR-CH-10003061,89.99,1,0.0,17.0981
9127,JM-15265,OFF-FA-10000304,15.26,7,0.0,6.2566
1024,JM-15265,TEC-PH-10002447,1029.95,5,0.0,298.6855
3942,TB-21055,OFF-ST-10000604,208.56,6,0.0,52.14
3675,TB-21055,OFF-PA-10001569,32.4,5,0.0,15.552
8819,TB-21055,FUR-CH-10003968,319.41,5,0.1,7.098
8552,TB-21055,OFF-PA-10000587,14.56,2,0.0,6.9888
3413,TB-21055,TEC-AC-10002167,30.0,2,0.0,3.3
9478,TB-21055,OFF-BI-10001460,48.48,4,0.2,16.362
6527,TB-21055,OFF-AR-10001868,1.68,1,0.0,0.84
942,KM-16720,TEC-AC-10004633,13.98,2,0.0,6.1512
8989,KM-16720,OFF-BI-10001078,25.824,6,0.2,9.3612
3678,KM-16720,OFF-PA-10003892,146.73,3,0.0,68.9631
3482,KM-16720,FUR-FU-10000397,79.76,4,0.0,22.3328
7380,PS-18970,FUR-CH-10001146,213.115,5,0.3,-15.2225
265,BS-11590,OFF-AR-10002671,1113.024,8,0.2,111.3024
3140,BS-11590,TEC-PH-10002726,167.968,4,0.2,62.988
4754,KD-16270,OFF-PA-10000482,75.88,2,0.0,35.6636
7692,HM-14980,OFF-BI-10004654,4.616,1,0.2,1.731
5011,TB-21520,OFF-PA-10004675,19.05,3,0.0,8.763
5302,JE-15745,FUR-CH-10000513,831.936,8,0.2,-114.3912
5834,JE-15745,FUR-FU-10003708,97.04,2,0.2,1.213
2750,JE-15745,OFF-ST-10004123,72.784,1,0.2,-18.196
803,KB-16600,OFF-BI-10004182,1.248,3,0.8,-1.9344
1362,KB-16600,FUR-FU-10000260,9.708,3,0.6,-5.8248
997,KB-16600,OFF-ST-10000615,27.24,3,0.2,2.724
6026,JE-15745,FUR-FU-10003194,19.3,5,0.6,-14.475
5750,SC-20770,OFF-AP-10002118,208.16,1,0.0,56.2032
6603,SC-20770,OFF-BI-10002309,16.74,3,0.0,8.0352
187,DN-13690,OFF-AR-10002053,14.9,5,0.0,4.172
6324,DN-13690,OFF-ST-10002370,21.39,1,0.0,6.2031
8922,JC-16105,OFF-EN-10000927,200.984,7,0.2,62.8075
1496,CS-12400,OFF-ST-10003656,230.376,3,0.2,-48.9549
7441,PO-18865,FUR-CH-10000863,301.96,2,0.0,33.2156
8774,PG-18895,TEC-AC-10001998,19.99,1,0.0,6.7966
7027,PG-18895,OFF-LA-10000134,6.16,2,0.0,2.9568
1040,GM-14455,OFF-ST-10003442,158.368,7,0.2,13.8572
906,JS-15685,OFF-AR-10004930,20.1,3,0.0,6.633
9718,JS-15685,TEC-PH-10004093,73.584,2,0.2,8.2782
3161,JS-15685,OFF-PA-10000304,6.48,1,0.0,3.1104
7658,KB-16315,OFF-PA-10003177,12.96,2,0.0,6.2208
4463,KB-16315,FUR-FU-10003799,53.34,3,0.0,16.5354
1969,KB-16315,OFF-BI-10002852,32.96,2,0.0,16.1504
1067,RB-19705,OFF-BI-10004738,5.682,1,0.7,-3.788
468,PN-18775,FUR-FU-10000629,96.53,7,0.0,40.5426
5,KD-16345,OFF-BI-10001721,51.312,3,0.2,17.9592
6367,ER-13855,OFF-AP-10000358,77.88,6,0.0,22.5852
2992,RB-19465,OFF-PA-10003256,64.624,7,0.2,22.6184
3447,RB-19465,TEC-AC-10001767,95.976,3,0.2,-10.7973
7577,RB-19465,OFF-BI-10002609,1.788,3,0.8,-3.0396
6274,GZ-14470,OFF-PA-10004040,23.92,4,0.0,11.7208
6425,LC-16870,TEC-AC-10001552,238.896,6,0.2,-26.8758
8854,LC-16870,FUR-FU-10004006,102.36,3,0.2,-3.8385
8267,LC-16870,OFF-BI-10002794,36.882,3,0.7,-25.8174
8380,JM-15250,TEC-AC-10003499,74.112,8,0.2,17.6016
8768,JM-15250,TEC-PH-10002844,27.992,1,0.2,2.0994
9010,JM-15250,OFF-AR-10000390,3.304,1,0.2,1.0738
2972,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992
2098,CV-12805,FUR-FU-10001934,41.96,2,0.0,10.9096
5755,CL-12565,OFF-AR-10000380,75.96,2,0.0,22.788
1196,CL-12565,OFF-BI-10003981,27.24,6,0.0,13.3476
5845,RC-19960,OFF-FA-10000621,40.096,14,0.2,14.5348
9073,RC-19960,OFF-EN-10002600,4.72,2,0.2,1.652
5580,RC-19960,OFF-PA-10004965,23.976,3,0.2,7.4925
7660,RC-19960,OFF-EN-10002504,130.464,6,0.2,44.0316
9348,DK-13090,FUR-TA-10001768,787.53,3,0.0,165.3813
